last_edited_date,taxonomic_order,category,common_name,scientific_name,subspecies_common_name,subspecies_scientific_name,observation_count,breeding_bird_atlas_code,breeding_bird_atlas_category,age_sex,country,country_code,state,state_code,county,county_code,iba_code,bcr_code,usfws_code,atlas_block,locality,locality_id,locality_type,latitude,longitude,observation_date,time_observations_started,observer_id,sampling_event_identifier,protocol_type,protocol_code,project_code,duration_minutes,effort_distance_km,effort_area_ha,number_observers,all_species_reported,group_identifier,has_media,approved,reviewed,reason,trip_comments,FiF,Dir,Mig,species_comments,near_ocean
54:03.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,50,,,,United States,US,Washington,US-WA,Whatcom,US-WA-073,,5,,,Upper Lummi Flats,L2529650,H,48.807002,-122.641845,11/23/14,13:45:00,obsr339747,S20654523,Traveling,P22,EBIRD,45,3.219,NA,2,1,,0,1,0,,"Drove S. Red River Road, stopping periodically to check passerines.",NA,,NA,Possibly more. Estimate is conservative.,TRUE
32:25.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,10,,,,United States,US,Washington,US-WA,Whatcom,US-WA-073,,5,,,Point Roberts--Lighthouse Marine Park,L336663,H,48.9722422,-123.0836705,4/9/16,8:00:00,obsr532875,S28829986,Traveling,P22,EBIRD,60,0.6,NA,1,1,,0,1,0,,,NA,,NA,Single flock,TRUE
23:56.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,14,,,,United States,US,Washington,US-WA,Whatcom,US-WA-073,,5,,,Bellingham CBC Area 23,L2897142,P,48.8280615,-122.5950623,12/17/17,8:00:00,obsr119031,S41167716,Traveling,P22,EBIRD,420,40.475,NA,2,1,,0,1,0,,"Bellingham CBC, Area 23 (Tennant Lake), with Bob Kuntz, very difficult birding because of rain. It was raining lightly when I arrived on site at 0700 for owling. It was still raining when Bob arrived at 0745, and started raining heavily after the late morning. It never stopped raining for a moment the entire day. I was soaked through, because my rain gear failed. We found some great birds, but it was a slog, so we spent most of the early afternoon car-birding, and ended the day quite early, I drove to the potluck site at Squalicum Yacht Club, turned in my papers as soon as someone opened the place up, and hurried home to warm up.",NA,,NA,Bellingham CBC Area 23 Tennant Lk,TRUE
47:09.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,24,,,,Canada,CA,British Columbia,CA-BC,Capital,CA-BC-CP,,5,,,Martindale Flats,L311852,H,48.5614886,-123.381999,10/13/12,13:20:00,obsr162222,S11792918,Traveling,P22,EBIRD_CAN,120,3,NA,2,1,G477108,0,1,0,,,NA,,NA,Dooley Rd - my previous high count at this location had been 15.,TRUE
09:55.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,91,,,,Canada,CA,British Columbia,CA-BC,Capital,CA-BC-CP,,5,,,Island View Road,L344046,H,48.5725,-123.3872222,9/26/14,15:40:00,obsr12384,S19953048,Traveling,P22,EBIRD,65,3,NA,2,1,G1007944,0,1,1,,"Along Lochside Drive by Mitchell's outlet, Island View Rd, McHugh and McIntyre Roads and Puckle Road north of Island View",NA,,NA,"A large flock of this species has now taken over this corner, likely due to the corn fields.",TRUE
05:07.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,90,,,,Canada,CA,British Columbia,CA-BC,Capital,CA-BC-CP,,5,,,Martindale Flats,L311852,H,48.5614886,-123.381999,10/4/14,12:00:00,obsr521043,S22003859,Traveling,P22,EBIRD,150,2,NA,2,0,G2588753,0,1,1,,,NA,,NA,"Multiple large flocks, mostly along Puckle and Island View Roads.",TRUE
35:37.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,14,,,,Canada,CA,British Columbia,CA-BC,Capital,CA-BC-CP,,5,,,Martindale Flats,L311852,H,48.5614886,-123.381999,1/30/16,9:14:00,obsr108969,S27211916,Traveling,P22,EBIRD,210,8,NA,2,1,G1577307,0,1,0,,"John Woods and Syd Cannings; by truck (7 km) and foot (1km); Island View Road to Puckles (north and south), Island View Nursery road and walk at end, Lochside to Martindale to Dooley (end); 4-6°C; winds light to gusty  (Beaufort 1-3); overcast, occasional light drizzle; with binoculars and spotting scopes",NA,,NA,Welsh - Dooley Road junction,TRUE
58:12.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,90,,,,Canada,CA,British Columbia,CA-BC,Capital,CA-BC-CP,,5,,,"Pendray Farm (Private Property), North Saanich",L6244181,H,48.6408227,-123.4476775,9/4/17,17:30:00,obsr634403,S39009778,Traveling,P22,EBIRD,110,2.736,NA,2,1,G2618507,1,1,1,,Hot..muggy. .slight cloud to west,NA,,NA,Counted top of barn roof,TRUE
29:02.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,20,,,,Canada,CA,British Columbia,CA-BC,Metro Vancouver,CA-BC-GV,CA-BC_017,5,,,"Boundary Bay - 104th St., Delta",L340154,H,49.0767445,-122.9350166,12/8/13,7:45:00,obsr190695,S15914404,Traveling,P22,EBIRD_CAN,60,1.4,NA,2,1,G742730,0,1,0,,"With Philina English. Walked west of 104th, almost to 96th.",NA,,NA,On north side of 104th,TRUE
17:13.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,20,,,,Canada,CA,British Columbia,CA-BC,Metro Vancouver,CA-BC-GV,CA-BC_017,5,,,Boundary Bay--112th at Hornby,L2398820,P,49.0897825,-122.9128879,12/27/14,14:30:00,obsr113983,S21047442,Stationary,P21,EBIRD,30,NA,NA,2,1,G1082232,0,1,0,,With Hilary Maguire.  Sunny.,NA,,NA,including one very white,TRUE
54:37.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,33,,,,Canada,CA,British Columbia,CA-BC,Metro Vancouver,CA-BC-GV,CA-BC_017,5,,,Delta--Hornby Drive at 112th St.,L3280930,P,49.0901221,-122.9126015,1/7/15,9:30:00,obsr110280,S21273543,Stationary,P21,EBIRD_CAN,42,NA,NA,6,1,G1102899,0,1,0,,"10/10ths cloud cover, light fog conditions.  8 deg C.  Checking over the horse barn on the NW corner.",NA,,NA,Includes a leucistic bird with extensive white on head and back,TRUE
59:28.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,35,,,,Canada,CA,British Columbia,CA-BC,Metro Vancouver,CA-BC-GV,CA-BC_017,5,,,"Boundary Bay, Delta",L339316,H,49.0659373,-122.9678249,1/11/15,8:25:00,obsr304361,S21304215,Traveling,P22,EBIRD,220,10,NA,2,1,G3433306,1,1,0,,,NA,,NA,One leucistic bird,TRUE
59:27.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,12,,,,Canada,CA,British Columbia,CA-BC,Metro Vancouver,CA-BC-GV,CA-BC_017,5,,,Boundary Bay--112th at Hornby,L2398820,P,49.0897825,-122.9128879,1/11/15,15:00:00,obsr113983,S21308821,Stationary,P21,EBIRD,15,NA,NA,2,1,G1106398,0,1,0,,With Brian Starzomski.,NA,,NA,One leucistic,TRUE
46:37.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,15,,,,Canada,CA,British Columbia,CA-BC,Metro Vancouver,CA-BC-GV,CA-BC_017,5,,,"Boundary Bay 96-88 St. (mansion), Delta",L341182,H,49.0699049,-122.9679319,8/26/18,16:05:00,obsr34603,S48103256,Stationary,P21,EBIRD,54,NA,NA,11,1,G3423585,0,1,0,,"Melissa, Peter Candido, Tom Schulenberg and I visited here on an evening with a very high tide scheduled for almost 8pm. The tide was far out but rising quickly during our time there and the skies were overcast with a moderate, chilly wind and temperatures in the 60s. We scoped here for a good while with Kevin, the Claphams, and some other area birders. Unfortunately a Peregrine had been hunting the flats and the Buff-breasted had not been seen since 14:30 and the Stilt Sandpipers departed just before we arrived.",NA,,NA,on wires distantly behind us,TRUE
46:39.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,12,,,,Canada,CA,British Columbia,CA-BC,Metro Vancouver,CA-BC-GV,CA-BC_017,5,,,"Boundary Bay - 104th St., Delta",L340154,H,49.0767445,-122.9350166,8/26/18,17:10:00,obsr34603,S48103259,Stationary,P21,EBIRD,63,NA,NA,11,1,G3423586,0,1,0,,"Melissa, Peter Candido, Tom Schulenberg and I visited here on an evening with a very high tide scheduled for almost 8pm. The tide was moderately far but rising quickly and a large flock of Black-bellied Plovers was moving ever closer. Two golden-plovers were around although it took us quite a while to get both individuals. It was a great team effort with multiple area birders watching the shifting shorebird flock and calling out their finds to others.",NA,,NA,seen down road by MJI,TRUE
07:50.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,12,,,,Canada,CA,British Columbia,CA-BC,Nanaimo,CA-BC-NA,CA-BC_056,5,,,Englishman River Estuary--Plummer Rd side,L1632373,H,49.3286928,-124.2867326,7/14/18,12:30:00,obsr498785,S47193069,Stationary,P21,EBIRD,59,NA,NA,3,1,G3342631,0,1,0,,,NA,,NA,Baby eaten by BEAE,TRUE
10:59.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,13,,,,Canada,CA,British Columbia,CA-BC,Sunshine Coast,CA-BC-SC,,5,,,Sechelt,L2635117,P,49.4766017,-123.7568235,5/9/15,5:25:00,obsr461976,S23341872,Traveling,P22,EBIRD,705,30,NA,5,1,G1260183,0,1,0,,"Part of blitz for this area , checking out most hot spots",NA,,NA,Most at Sechelt Marsh,TRUE
14:27.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,26,,,,Canada,CA,British Columbia,CA-BC,Skeena-Queen Charlotte,CA-BC-SQ,,NA,,,Sandspit--town,L1029137,P,53.2428244,-131.8232346,11/1/14,15:05:00,obsr135493,S20446050,Historical,P62,EBIRD_CAN,NA,NA,NA,3,1,G1038920,0,1,1,,,NA,,NA,"Carefully counted. All on one yard.--<a href=""https://www.flickr.com/photos/jukka_jantunen/15565188858"" title=""Eurasian Collared-Dove (Streptopelia decaocto), Nov 1 2014, Sandspit, Haida Gwaii BC by Jukka Jantunen, on Flickr""><img src=""https://farm4.staticflickr.com/3937/15565188858_a86baf4b6a.jpg"" alt=""Eurasian Collared-Dove (Streptopelia decaocto), Nov 1 2014, Sandspit, Haida Gwaii BC"" /></a>",TRUE
01:55.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,10,,,,United States,US,Alaska,US-AK,Ketchikan Gateway,US-AK-130,,5,,,Ketchikan (town),L1022652,H,55.3427645,-131.6462517,11/14/10,,obsr162787,S12735425,Incidental,P20,EBIRD,NA,NA,NA,4,0,G537198,0,1,0,,"Birded South Tongass Highway and Ketchikan; Steve Heinl, Andy Piston, Nick Hajdukovich, and Luke DeCicco.",NA,,NA,Ten collared-doves at Mountain Point.,TRUE
19:06.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,21,,,,United States,US,Alaska,US-AK,Ketchikan Gateway,US-AK-130,,NA,,,Ketchikan - South Tongass Highway,L1551949,P,55.3018487,-131.5564313,11/12/12,9:00:00,obsr162787,S12030169,Traveling,P22,EBIRD,165,4.426,NA,2,1,G489022,0,1,1,,"Walked South Tongass Hwy from Herring Cove to Roosevelt Drive, then over Roosevelt Drive to Mountain Point; 0900-1145; cloudy, wind ESE 5, low 40s; Steve Heinl and Will Young.",NA,,NA,Two collared-doves near Roosevelt Drive; flock of 19 at Mountain point vacant lot.,TRUE
19:08.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,19,,,,United States,US,Alaska,US-AK,Ketchikan Gateway,US-AK-130,,NA,,,Ketchikan--Mountain Point,L1311850,H,55.2931036,-131.5416026,11/15/12,12:30:00,obsr170217,S12056844,Traveling,P22,EBIRD,30,0.483,NA,4,1,G490326,0,1,1,,"Birded around the boat launch and neighborhood across highway; Andy Piston, Will Young, Steve Heinl, and Larry Peavler.",NA,,NA,"<a href=""http://www.flickr.com/photos/71000719@N07/8192645040/"" title="". by Andy Piston, on Flickr""><img src=""http://farm9.staticflickr.com/8342/8192645040_74f80ec33a.jpg"" alt="".""></a>",TRUE
26:50.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,40,,,,United States,US,Alaska,US-AK,Ketchikan Gateway,US-AK-130,,5,,,Ketchikan (town),L1022652,H,55.3427645,-131.6462517,10/6/13,8:10:00,obsr162787,S15340035,Traveling,P22,EBIRD,150,3.219,NA,3,1,G706538,0,1,1,,"Walked the Millar Street neighborhood and walked a loop in west Ketchikan from Hill & Baranof, up to Fairview, over to Carlanna, down to Arnold, and back to Hill & Baranof; mostly steady rain; 0810-1040; Steve Heinl, Andy Piston, and Will Young.",NA,,NA,At least 40 collared-doves at Ernie DeBoer's feeder at Baranof & Hill.,TRUE
27:11.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,44,,,,United States,US,Alaska,US-AK,Ketchikan Gateway,US-AK-130,,5,,,Ketchikan (town),L1022652,H,55.3427645,-131.6462517,11/11/13,8:00:00,obsr162787,S15645404,Traveling,P22,EBIRD,150,8.047,NA,2,1,G726761,0,1,1,,"Birded South Tongass Hwy; walked from Herring Cove to Mountain Point, checked Rotary Beach, Saxman, cemetery, and Ketchikan Creek; 0800-1030; Steve Heinl and Andy Piston.",NA,,NA,41 collared-doves at one feeder on South Tongass Hwy near mile 6.5.,TRUE
26:55.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,15,,,,United States,US,Alaska,US-AK,Prince of Wales-Outer Ketchikan,US-AK-201,,NA,,,Klawock (town) (Prince of Wales Is.),L3985404,H,55.5552035,-133.0968547,11/2/13,8:45:00,obsr57317,S15572862,Traveling,P22,EBIRD,255,12.874,NA,3,1,G721949,0,1,1,,Submitted from  BirdLog World for Android v1.9.2,NA,,NA,in a single roost in town,TRUE
30:16.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,50,,,,United States,US,Alaska,US-AK,Prince of Wales-Outer Ketchikan,US-AK-201,,NA,,,Klawock (town) (Prince of Wales Is.),L3985404,H,55.5552035,-133.0968547,11/3/15,7:13:00,obsr50558,S25695322,Traveling,P22,EBIRD,268,8.851,NA,1,1,G1455348,0,1,1,,"Started walking out the main point in town and then moved east over the causeway and birded neighborhoods adjacent to the store.  <br />Submitted from eBird for iOS, version 1.1.0 Build 15",NA,,NA,Counted all of them,TRUE
54:56.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,15,,,,United States,US,California,US-CA,Alameda,US-CA-001,,NA,,,Hayward Regional Shoreline--Grant Ave. access,L749295,H,37.6679579,-122.1614027,8/16/15,11:15:00,obsr604942,S24649407,Traveling,P22,EBIRD,195,3.701,NA,14,1,G1378748,0,1,0,,"Walked from Grant Ave to Winton Ave, including Frank's dump",NA,,NA,All over power substation,TRUE
09:43.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,52,,,,United States,US,California,US-CA,Alameda,US-CA-001,,NA,,,Hayward Regional Shoreline--Grant Ave. access,L749295,H,37.6679579,-122.1614027,10/4/15,10:00:00,obsr46075,S25296178,Traveling,P22,EBIRD,75,4.667,NA,2,1,G1426333,0,1,1,,"Walked from end of Grant Ave to Sulphur Creek. Rusty Scalf co-observed.  Partly cloudy, 68 degrees F, low tide",NA,,NA,Roost count,TRUE
11:16.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,30,,,,United States,US,California,US-CA,Alameda,US-CA-001,,NA,,,Hayward Regional Shoreline--Grant Ave. access,L749295,H,37.6679579,-122.1614027,1/15/17,10:00:00,obsr30575,S33694652,Traveling,P22,EBIRD,160,3.219,NA,17,1,G2146152,0,1,0,,Bay Area birds class trip,NA,,NA,One bird very pale with dark collar like Eurasian CD.  I failed to check outer tail feather webs or UTC to see if they were white like Ringed Turtle-Dove,TRUE
39:26.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,10,,,,United States,US,California,US-CA,Contra Costa,US-CA-013,,32,,,Ironhouse Sanitary District,L778165,H,38.0034668,-121.7091578,4/19/15,16:20:00,obsr188426,S22972931,Traveling,P22,EBIRD,40,0.805,NA,3,1,G1229779,0,1,0,,,NA,,NA,Fist for the day!! Species #168,TRUE
04:51.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,200,,,,United States,US,California,US-CA,Contra Costa,US-CA-013,,32,,,Holland Tract,L593832,H,37.9751239,-121.58638,11/20/15,12:45:00,obsr50093,S25936330,Traveling,P22,EBIRD,110,8.047,NA,14,1,G1473306,0,1,1,,CVBS Jon Dunn Field Trip,NA,,NA,very conservative estimate counted by 10s,TRUE
26:38.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,50,,,,United States,US,California,US-CA,Contra Costa,US-CA-013,,32,,,Holland Tract,L593832,H,37.9751239,-121.58638,11/11/15,13:15:00,obsr285254,S25794305,Traveling,P22,EBIRD,45,3.219,NA,1,1,G3395935,0,1,1,,"<br />Submitted from eBird for iOS, version 1.1.0 Build 15",NA,,NA,"Counted, probably more moving around",TRUE
27:47.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,35,,,,United States,US,California,US-CA,Contra Costa,US-CA-013,,32,,,Holland Tract,L593832,H,37.9751239,-121.58638,12/17/15,8:19:00,obsr188426,S26342053,Traveling,P22,EBIRD,280,4.828,NA,6,1,G1503310,0,1,0,,"<br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,,NA,Not high count,TRUE
27:34.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,108,,,,United States,US,California,US-CA,Contra Costa,US-CA-013,,32,,,Holland Tract,L593832,H,37.9751239,-121.58638,12/16/15,6:52:00,obsr188426,S26332323,Traveling,P22,EBIRD,380,6.437,NA,7,1,G1503134,0,1,1,,"Absolutely amazing morning at the Holland Tract for the East Contra Costa county CBC. Sunny and clear. Temps about 40-60. Calm. With Rob Furrow, Jasen Liu, Ted Robertson, John Muir Laws, Kim Kuska, Ashok (?last name?), and myself (Logan Kahle). Rob, Jasen and I stuck together for most of the morning, joining the rest for about half the time. We all started at the Marina then Rob, Jasen and I then walked along the north side of the blackberry bramble to directly west all the way until the corner (the ""channel junction"" area). We then got back on the levee and walked all the way to the end of the road.----Contextual comments for Brown-crested Flycatcher (couldn't fit in the BCFL spot):--As I was looking at the White-winged Doves (see that species account for location I noticed a yellow-bellied Tyranid with gray throat and breast, brighish yellow belly, and what I thought looked like a black tail, but I realize now that that was an effect of shaddow. What I had seen had led me to believe that I'd seen a Western Kingbird (apparently put too much weight on the black tail that wasn't actually black). Three hours later and over a mile away, I said ""There's the Kingbird!"" before Rob Furrow and I quickly realized that it was a Myiarchus! I was utterly perplexed as to what Myiarchus to expect (no winter records of Great Crested, no Central Valley records of Dusky-capped, almost no winter Cal records of Ash-throat in winter and especially not away from the coast, and almost no pattern of vagrancy for Brown-crested). Rob then pointed out how massive the bill was and it dawned on me that this was likely a BROWN-CRESTED! I took a series of photos before the bird flew off to the north, landed, then continued north out of sight. We were never able to refind it. The total observation time through the scope was about 20ish seconds, maybe a little bit more. ----<br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,,NA,"Large flocks, mostly around the Marina",TRUE
34:26.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,15,,,,United States,US,California,US-CA,Contra Costa,US-CA-013,,32,,,Holland Tract,L593832,H,37.9751239,-121.58638,1/9/16,9:00:00,obsr188426,S26797943,Traveling,P22,EBIRD,206,6.437,NA,13,1,G1546163,0,1,0,,"Cloudy and extremely windy, with very occasional mist.--Walked north along road past gate from Marina. Many fields flooded, but distance and wind made finding birds in the fields hard Deepwater flooded areas well north of gate held both dabblers and divers. Among shorebirds, though, only Greater Yellowlegs appeared to be using the ponds. Blackbird flight strong but waterfowl flight weak.<br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,,NA,By Marina trees,TRUE
12:15.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,183,,,,United States,US,California,US-CA,Contra Costa,US-CA-013,,32,,,Holland Tract,L593832,H,37.9751239,-121.58638,12/14/16,6:52:00,obsr38567,S33140732,Traveling,P22,EBIRD,303,5.633,NA,2,1,G2091516,0,1,1,,Birding for East Contra Costa CBC,NA,,NA,High count due to thorough coverage for CBC.,TRUE
02:22.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,52,,,,United States,US,California,US-CA,Contra Costa,US-CA-013,US-CA_229,32,,,Bethel Island,L1405409,H,38.0320688,-121.6374509,1/22/18,13:33:00,obsr188426,S42167915,Traveling,P22,EBIRD,168,4.828,NA,2,1,G2890549,0,1,0,,"Birded along Piper Slough, Willowest Marina, Frank's Tract overlook, and Golf Course. Overcast with light nw winds. Good numbers of coots on both piper and Frank's but somewhat low numbers of other species mixed in",NA,,NA,Large roost at Golf Course,TRUE
54:51.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,85,,,,United States,US,California,US-CA,Contra Costa,US-CA-013,,32,,,Holland Tract,L593832,H,37.9751239,-121.58638,1/5/18,14:00:00,obsr285254,S41660628,Traveling,P22,EBIRD,85,4.107,NA,2,1,G2926298,0,1,1,,,NA,,NA,Counted,TRUE
43:00.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,75,,,,United States,US,California,US-CA,Contra Costa,US-CA-013,,32,,,Holland Tract,L593832,H,37.9751239,-121.58638,8/6/18,17:57:00,obsr188426,S47700398,Traveling,P22,EBIRD,93,4.726,NA,2,1,G3388619,0,1,1,,"Overcast, calm, 85°. Central tract marshes",NA,,NA,Tally,TRUE
38:35.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,40,,,,United States,US,California,US-CA,Del Norte,US-CA-015,US-CA_42,5,,,Del Norte CBC--North Smith River Bottoms area,L1343475,P,41.9230591,-124.1669401,12/15/13,11:15:00,obsr30058,S16114312,Traveling,P22,EBIRD,195,17.703,NA,3,1,G755040,0,1,0,,"Covering the northern Smith River Bottoms area which includes Fred Haight Drive, the town of Smith River, Goodwin Pond, Sarina Rd. and Ship Ashore. Partly cloudy, 45-50F, winds NW at 1-5 mph.",NA,,NA,conservative count,TRUE
34:15.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,65,,,,United States,US,California,US-CA,Del Norte,US-CA-015,,5,,,Smith River (town),L1066507,H,41.9287349,-124.1490269,2/4/15,11:32:00,obsr167174,S21674405,Traveling,P22,EBIRD,16,0.161,NA,7,1,G1136071,0,1,0,,"54° cloudy and cold; Rob Cullison, Michael Park, David Tomb arrived shortly after us, and we birded mostly together <br />Submitted from BirdLog NA for iOS, version 1.8",NA,,NA,"60 actually counted sitting at various trees & phone lines, more calling; absolutely minimum count",TRUE
40:53.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,20,,,,United States,US,California,US-CA,Humboldt,US-CA-023,US-CA_43,5,,,Ferndale Bottoms--Salt River,L446627,H,40.595348,-124.275198,1/4/11,16:25:00,obsr54638,S7374426,Traveling,P22,EBIRD,55,5,NA,2,1,G229591,0,1,0,,"Louis Bevier and I ended the day along the Port Kenyon Road between its turnoff near Ferndale and the gates at the end of the road.  Most of our time was spent at two points along the road.  On our way out, we stopped for a short while to scan a flooded field on the south side of the road opposite its intersection with Dillon Road, where we saw many ducks and a few geese and swans.  We then spent an extended period of time near the end of the road checking the willow-riparian corridor for some Long-eared Owls that had been seen here on the local Christmas bird count.  We also made several brief stops along the way to check other birds that were visible at various points along the road, but our search of this area was far from thorough.  It was fully overcast, calm, and in the upper 40s.  4:25-5:20 pm.----Mule Deer - 10.",NA,,NA,(seen along the road as we drove through the community of Port Kenyon),TRUE
54:03.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,102,,,,United States,US,California,US-CA,Humboldt,US-CA-023,,5,,,"Home, McKinleyville, Humboldt Co",L296944,P,40.9498711,-124.1199729,4/13/11,11:30:00,obsr97446,S8039882,Incidental,P20,EBIRD,NA,NA,NA,2,0,G251390,0,1,1,,These birds were a block from the house.,NA,,NA,There is a good chance there were even more then this on the ground behind a fence.,TRUE
05:40.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,10,,,,United States,US,California,US-CA,Humboldt,US-CA-023,,5,,,Ferndale: Eugene Street,L2494530,P,40.5680248,-124.2620873,1/7/15,7:30:00,obsr89777,S21241452,Traveling,P22,EBIRD,20,0.161,NA,2,1,G1103081,0,1,0,,Bob Brown driving. No turkeys. Stopped at end.,NA,,NA,"Voice only, could be a very low estimate.",TRUE
20:34.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,20,,,,United States,US,California,US-CA,Humboldt,US-CA-023,,5,,,Poole Rd. west of Ferndale,L3441657,H,40.569097,-124.336104,2/28/15,8:55:00,obsr27015,S22118403,Traveling,P22,EBIRD,40,0.322,NA,22,1,G1164229,0,1,0,,Birding with the Redwood Ornithological Society from Sonoma County.,NA,,NA,seen near the base of Poole X Centerville Rd.,TRUE
39:34.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,50,,,,United States,US,California,US-CA,Humboldt,US-CA-023,US-CA_43,5,,,Arcata Bottoms--Moxon Rd. dairy,L370973,H,40.8724421,-124.1108108,4/20/15,9:55:00,obsr89777,S22971514,Traveling,P22,EBIRD,35,0.805,NA,5,1,G1229151,0,1,0,,"Godwit Days Birding Arcata Marsh and Surroundings with Alexandra Lamb (leader), Carol Vander Meer, Peter Vander Meer, Steven Vander Meer, and Keith Whelan.--Overcast. Searched without success for reported yellow-headed blackbird.",NA,,NA,Minimum.,TRUE
25:46.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,16,,,,United States,US,California,US-CA,Los Angeles,US-CA-037,US-CA_209,32,,,San Clemente Island--Wilson Cove (town),L241755,H,32.9961729,-118.5520506,4/30/13,14:15:00,obsr37417,S13945486,Traveling,P22,EBIRD,105,1.609,NA,2,1,G607373,0,1,1,,,NA,,NA,likely a high count,TRUE
25:46.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,18,,,,United States,US,California,US-CA,Los Angeles,US-CA-037,US-CA_209,32,,,San Clemente Island--Wilson Cove (town),L241755,H,32.9961729,-118.5520506,5/1/13,16:30:00,obsr37417,S13958485,Traveling,P22,EBIRD,60,1.127,NA,2,1,G608174,0,1,1,,lower town up to galley,NA,,NA,The group continues to grow in size!,TRUE
25:46.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,16,,,,United States,US,California,US-CA,Los Angeles,US-CA-037,US-CA_209,32,,,San Clemente Island--Wilson Cove (town),L241755,H,32.9961729,-118.5520506,5/31/14,14:15:00,obsr37417,S18639079,Traveling,P22,EBIRD,105,2.816,NA,4,1,G920208,0,1,1,,"All of town, pier and Oly locker area.",NA,,NA,Exact count. 17 yesterday.,TRUE
14:00.0,1950,species,Eurasian Collared-Dove,Streptopelia decaocto,,,19,,,,United States,US,California,US-CA,Los Angeles,US-CA-037,US-CA_193,32,,,Santa Catalina Island--Avalon area,L280831,H,33.3424927,-118.3267611,9/26/14,7:10:00,obsr21348,S19957391,Traveling,P22,EBIRD,530,5.955,NA,2,1,G1009019,0,1,1,,"Time: 0710 (within 1 mile of Avalon landing) to 1600 (pulling away from Avalon on the return trip). With Sherman J. Suter. We walked through several of the streets in the main part of town (concentrating on miniature gold course area and other spots with concentrations of trees); then up the main canyon road along the north side of the golf course as far as the entrance to the botanical gardens and Wrigley Memorial (we didn't go in). On the return trip down the canyon we concentrated on the golf course area. Once back to the harbor area we walked north to the casino, then backtracked and walked south beyond the first point. Clear all day (some low clouds to west); mostly calm, 18-24 deg C.",NA,,NA,"most were right in town, but a few as far up as a house with feeders near the conservancy visitor center",TRUE
